sample_id,material_name,material_class_original,chemical_composition_original,architecture_descriptor,composition_type_std,primary_material_family,primary_material_group,secondary_material_family,secondary_material_group,tertiary_material_family,tertiary_material_group,composition_descriptor_std,n_detected_material_families,contains_synthetic_polymer,contains_inorganic,contains_carbonaceous,contains_polysaccharide,contains_protein,contains_fluoropolymer,contains_silica,contains_mof,contains_silver,contains_antimicrobial_additive,contains_support_substrate,is_commercial_reference,source,solid_content (g/100ml),skeletal_density (g/cm3),porosity (%),permeability (m2),bet_surface_area (m2/g),average_pore_size (nm),fiber_diameter (nm),filtration_efficiency (%),pressure_drop (mmH2O/cm),airflow_rate (cm/s),sample_thickness (mm),average_particle_size (nm),quality_factor (mmH2O^-1),bulk_density (g/cm3)
SNF-AIR-15L,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrillar aerogel,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,98.7,10.65,5.1,5,300,0.815550408,0.0038
SNF-AIR-32L,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,98.9,26.02,10.88,5,300,0.346645658,0.0038
SNF-AIR-85L-5mm,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,96.6,51.8,28.91,5,300,0.130555782,0.0038
SNF-AIR-85L-3mm,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,89.7,65.13,28.91,3,300,0.116332785,0.0038
SNF-AIR-85L-7mm,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,,42.33,28.91,7,300,,0.0038
SNF-AIR-85L-9mm,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,,35.09,28.91,9,300,,0.0038
SNF-SMOKE-01,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,,,,,1900,,0.0038
PI-aerogel-1,PFPI-1 polyimide composite aerogel membrane,aerogel membrane,polyimide (ODA-BPDA) reinforced with electrospun PI nanofibers,electrospun_nanofiber_membrane,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2021.119393,1,,,,,50,,99.91,,3.55,,2500,,
HDPE_AE_4,HDPE aerogel filter media (4% HDPE solution),aerogel composite filter,HDPE aerogel + 3D-printed iPP gyroid scaffold,monolithic_aerogel,synthetic_polymer,polyethylene,synthetic_polymer,,,,,polyethylene,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5c09968,4,0.966,94,6.50E-10,20,1000,,99.97,25.5,90,3,75,1.060356612,0.063
HDPE_AE_7,HDPE aerogel filter media (7% HDPE solution),aerogel composite filter,HDPE aerogel + 3D-printed iPP gyroid scaffold,monolithic_aerogel,synthetic_polymer,polyethylene,synthetic_polymer,,,,,polyethylene,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5c09968,7,0.966,91,6.90E-10,7,2000,,99.998,24.1,90,3,75,1.496511519,0.085
surgical mask,Surgical mask,Nonwoven fabric,Meltblown Polypropylene,commercial_filter_media,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,1,https://doi.org/10.1021/acsami.5c09968,,,,3.90E-10,,,,75.1,14.1,50,0.5,75,1.972060117,
N-95,N95 mask,Nonwoven fabric,Meltblown Polypropylene,nonwoven_fibrous_filter,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5c09968,,,,8.00E-10,,,,97.99,17.6,50,,75,,
S1,PAN nanofiber air filter A (laminated),electrospun nanofiber/nonwoven laminate,PAN nanofiber laminated to nonwoven substrate,multilayer_filter,synthetic_polymer,pan,synthetic_polymer,,,,,pan,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.3390/app6090235,10,,,,,,250,91,22,5.3,,300,,
S2,PAN nanofiber air filter B (sandwich laminate),electrospun nanofiber/nonwoven laminate,Nonwoven/PAN nanofiber/nonwoven sandwich,multilayer_filter,synthetic_polymer,pan,synthetic_polymer,,,,,pan,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.3390/app6090235,10,,,,,,250,95,25,5.3,,300,,
S3,PAN10%–1%Ag electrospun membrane (basis weight 1.50 g/m² used for optimization),electrospun nanofiber membrane w/ nanoparticles,PAN in DMF with 1 wt% Ag nanoparticles (AgNPs); electrospun,electrospun_nanofiber_membrane,hybrid,pan,synthetic_polymer,silver,inorganic_or_mineral,,,pan + silver,2,1,1,0,0,0,0,0,0,1,1,0,0,https://doi.org/10.1007/s00289-022-04311-1,,,,,42.46,620,,99.27,3.36,5.33,,100,,
S4,PVDF nanofiber membrane (18% solution condition),electrospun nanofiber membrane,PVDF in DMF:acetone (7:3) as spinning solvent system,electrospun_nanofiber_membrane,synthetic_polymer,pvdf,synthetic_polymer,,,,,pvdf,1,1,0,0,0,0,1,0,0,0,0,0,0,https://doi.org/10.3390/polym14163294,,,,,,,250,91.13,2.96,2.36,0.125,2500,65.47284837,
S5,Pullulan nanofiber membrane (20% solution condition),electrospun nanofiber membrane,Pullulan (PUL) in 50% acetic acid aqueous solution,electrospun_nanofiber_membrane,bio_based,pullulan,polysaccharide_or_lignocellulosic,,,,,pullulan,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.3390/polym14163294,,,,,,,180,95.06,6.83,2.36,0.125,2500,35.23051074,
S6,PVDF/PUL/PVDF interlayer-stack composite,multilayer electrospun composite nanofiber membrane,PVDF outer layers + pullulan inner layer (sandwich-stack structure),multilayer_filter,hybrid,pvdf,synthetic_polymer,pullulan,polysaccharide_or_lignocellulosic,,,pvdf + pullulan,2,1,0,0,1,0,1,0,0,0,0,0,0,https://doi.org/10.3390/polym14163294,,,,,,480,,98.52,3.98,2.36,0.125,500,84.68599192,
S7,ZIF-8–3/PI nanofiber membrane (base weight 7.32 g/m²),electrospun nanofiber membrane w/ MOF additive,Polyimide (PI) nanofibers with 3 wt% ZIF‑8,electrospun_nanofiber_membrane,hybrid,polyimide,synthetic_polymer,mof_zif8,inorganic_or_mineral,,,polyimide + mof_zif8,2,1,1,0,0,0,0,0,1,0,0,0,0,https://doi.org/10.3389/fchem.2021.810861,,,,,,,300,99.9375,6.42,1.16,,300,,
S8,PP/MgSt electret meltblown nonwoven (0.5 wt% MgSt; basis weight 40 g/m²),electret meltblown nonwoven,Polypropylene + magnesium stearate (MgSt) nucleating/charge-enhancer additive; corona charged,nonwoven_fibrous_filter,hybrid,polypropylene,synthetic_polymer,magnesium_stearate,inorganic_or_mineral,,,polypropylene + magnesium_stearate,2,1,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1039/C7RA10916D,,0.9,88.7,,,14600,1900,99.22,9.38,14.17,,260,,
S9,Commercial meltblown nonwoven reference sample,meltblown nonwoven,Polypropylene,commercial_filter_media,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,1,https://doi.org/10.1039/C7RA10916D,,0.9,89.3,,,,1980,,,,0.41,,,0.098
S10,Electrospun PAN reference sample,electrospun nanofiber membrane,Polyacrylonitrile,electrospun_nanofiber_membrane,synthetic_polymer,pan,synthetic_polymer,,,,,pan,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1039/C7RA10916D,,,86.1,,,,360,,,,0.05,,,0.164
S11,Self-supporting 3D electrospun PVDF membrane (curled microfiber morphology; best case reported at 90 min),electrospun micro/nanofibrous membrane,"PVDF in DMSO:acetone (1:1), 10 wt%; NaCl aerosol test at 0.3 μm",electrospun_nanofiber_membrane,synthetic_polymer,pvdf,synthetic_polymer,,,,,pvdf,1,1,0,0,0,0,1,0,0,0,0,1,0,https://doi.org/10.3390/nano11102567,,,78.9,,,,,93.6,9.07,,0.016,300,189.4206309,
S12,Cellulose microfiber + ZIF‑8 hybrid filter (reported via review synthesis of primary study),cellulose-based fibrous paper w/ MOF nanocrystals,Cellulose microfibers with in situ ZIF‑8 nanocrystals; freeze-dried network,nonwoven_fibrous_filter,hybrid,cellulose,polysaccharide_or_lignocellulosic,mof_zif8,inorganic_or_mineral,,,cellulose + mof_zif8,2,0,1,0,1,0,0,0,1,0,0,0,0,https://doi.org/10.3390/ma15030976,,,,,620.8,,,99.9,,,,300,,
S13,Facemask,reclaimed facemask filter media,polypropylene (PP) facemask filter layer,commercial_filter_media,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,1,https://doi.org/10.1016/j.seppur.2025.134712,,,,2.30E-10,,,3779,70,15.2,14.17,,75,,
